,이미지,전세/월세,보증금,월세,m2,층수,원룸/오피스텔,관리비,주소,구,동,위도,경도
10,https://ic.zigbang.com/ic/items/31489301/1.jpg,월세,7000,35,34.71,1,빌라,0,https://www.zigbang.com/home/oneroom/items/31489301,중랑구,중화동,37.595873627275814,127.07421400022714
11,https://ic.zigbang.com/ic/items/31733256/1.jpg,월세,3000,70,52.89,4,빌라,3,https://www.zigbang.com/home/oneroom/items/31733256,중랑구,중화동,37.595938419441566,127.07526976764444
12,https://ic.zigbang.com/ic/items/31740381/1.jpg,전세,21000,0,49.59,3,빌라,6,https://www.zigbang.com/home/oneroom/items/31740381,중랑구,중화동,37.595657852562525,127.07583975590653
13,https://ic.zigbang.com/ic/items/31648628/1.jpg,월세,2000,65,62.81,2,빌라,0,https://www.zigbang.com/home/oneroom/items/31648628,중랑구,중화동,37.59623797311434,127.07442386692053
14,https://ic.zigbang.com/ic/items/31455295/1.jpg,월세,1000,65,49.59,2,빌라,0,https://www.zigbang.com/home/oneroom/items/31455295,중랑구,중화동,37.59630175971517,127.07240918348812
15,https://ic.zigbang.com/ic/items/31557461/1.jpg,월세,2000,55,44.63,1,빌라,0,https://www.zigbang.com/home/oneroom/items/31557461,중랑구,중화동,37.59630318550112,127.07512493082434
16,https://ic.zigbang.com/ic/items/31725075/1.jpg,월세,1000,80,42.98,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31725075,중랑구,중화동,37.59634005693615,127.07362875855004
17,https://ic.zigbang.com/ic/items/31682074/1.jpg,월세,1000,80,46.28,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31682074,중랑구,중화동,37.596352671449985,127.07297277310175
18,https://ic.zigbang.com/ic/items/31687477/1.jpg,월세,1000,80,42.97,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31687477,중랑구,중화동,37.596370558625814,127.07361373114433
19,https://ic.zigbang.com/ic/items/31694813/1.jpg,월세,1000,80,44.63,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31694813,중랑구,중화동,37.595869115670496,127.07359413664142
20,https://ic.zigbang.com/ic/items/31731577/1.jpg,전세,18000,0,59.5,3,빌라,10,https://www.zigbang.com/home/oneroom/items/31731577,중랑구,중화동,37.596452567976726,127.07136665634684
21,https://ic.zigbang.com/ic/items/31618726/1.jpg,전세,57000,0,97.68,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31618726,중랑구,중화동,37.59618631144311,127.07266717984433
22,https://ic.zigbang.com/ic/items/31676619/1.jpg,월세,10000,60,49.59,2,빌라,3,https://www.zigbang.com/home/oneroom/items/31676619,중랑구,중화동,37.59671899893707,127.07740444893271
23,https://ic.zigbang.com/ic/items/31719710/1.jpg,월세,1000,50,49.59,2,빌라,0,https://www.zigbang.com/home/oneroom/items/31719710,중랑구,중화동,37.59675961067391,127.07329240966187
24,https://ic.zigbang.com/ic/items/31728776/1.jpg,월세,1000,50,42.98,2,빌라,0,https://www.zigbang.com/home/oneroom/items/31728776,중랑구,중화동,37.596292968882,127.07325489109967
25,https://ic.zigbang.com/ic/items/31246147/1.jpg,전세,34440,0,52.89,2,빌라,4,https://www.zigbang.com/home/oneroom/items/31246147,중랑구,중화동,37.59633400729808,127.07896903408562
26,https://ic.zigbang.com/ic/items/31735634/1.jpg,전세,34440,0,49.7,2,빌라,4,https://www.zigbang.com/home/oneroom/items/31735634,중랑구,중화동,37.59632491736271,127.07900257918752
27,https://ic.zigbang.com/ic/items/31635032/1.jpg,월세,12000,85,40.0,4,빌라,5,https://www.zigbang.com/home/oneroom/items/31635032,중랑구,중화동,37.5971013101567,127.0790689139186
28,https://ic.zigbang.com/ic/items/31635034/1.jpg,월세,10000,90,40.0,4,빌라,5,https://www.zigbang.com/home/oneroom/items/31635034,중랑구,중화동,37.59661833076415,127.07845331278035
29,https://ic.zigbang.com/ic/items/31643526/1.jpg,월세,12000,85,61.16,4,빌라,5,https://www.zigbang.com/home/oneroom/items/31643526,중랑구,중화동,37.597109167322174,127.07907178087211
30,https://ic.zigbang.com/ic/items/31643552/1.jpg,월세,12000,85,52.89,4,빌라,5,https://www.zigbang.com/home/oneroom/items/31643552,중랑구,중화동,37.59708834174071,127.07844733517967
31,https://ic.zigbang.com/ic/items/31655932/1.jpg,월세,12000,85,56.2,4,빌라,5,https://www.zigbang.com/home/oneroom/items/31655932,중랑구,중화동,37.59711866010569,127.07904294720016
32,https://ic.zigbang.com/ic/items/31706917/1.jpg,월세,12000,75,45.0,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31706917,중랑구,중화동,37.596603670917155,127.07903899725723
33,https://ic.zigbang.com/ic/items/31705725/1.jpg,전세,25000,0,56.56,5,빌라,3,https://www.zigbang.com/home/oneroom/items/31705725,중랑구,중화동,37.59672490960614,127.07302790958298
34,https://ic.zigbang.com/ic/items/31646142/1.jpg,월세,5000,60,55.13,2,빌라,0,https://www.zigbang.com/home/oneroom/items/31646142,중랑구,중화동,37.5968029287398,127.07655417734891
35,https://ic.zigbang.com/ic/items/31668868/1.jpg,월세,5000,60,55.13,2,빌라,0,https://www.zigbang.com/home/oneroom/items/31668868,중랑구,중화동,37.59681316408197,127.07589904383977
36,https://ic.zigbang.com/ic/items/31727735/1.jpg,월세,5000,60,56.0,2,빌라,0,https://www.zigbang.com/home/oneroom/items/31727735,중랑구,중화동,37.59683403614331,127.07650988798531
37,https://ic.zigbang.com/ic/items/31708167/1.jpg,전세,14000,0,49.59,2,빌라,2,https://www.zigbang.com/home/oneroom/items/31708167,중랑구,중화동,37.5973468850236,127.07244028937887
38,https://ic.zigbang.com/ic/items/31468755/1.jpg,전세,25000,0,45.85,4,빌라,5,https://www.zigbang.com/home/oneroom/items/31468755,중랑구,중화동,37.59749831087997,127.07752100021042
39,https://ic.zigbang.com/ic/items/31344233/1.jpg,월세,5000,100,52.89,4,빌라,5,https://www.zigbang.com/home/oneroom/items/31344233,중랑구,중화동,37.59827504891559,127.07611818020845
40,https://ic.zigbang.com/ic/items/31447619/1.jpg,전세,26000,0,42.98,1,빌라,5,https://www.zigbang.com/home/oneroom/items/31447619,중랑구,중화동,37.59780005274091,127.07550134288263
41,https://ic.zigbang.com/ic/items/31457322/1.jpg,전세,28000,0,56.2,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31457322,중랑구,중화동,37.59827383047891,127.07550410752087
42,https://ic.zigbang.com/ic/items/31613906/1.jpg,전세,28000,0,49.59,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31613906,중랑구,중화동,37.597796892235536,127.07613898550687
43,https://ic.zigbang.com/ic/items/31704868/1.jpg,전세,26000,0,49.59,1,빌라,5,https://www.zigbang.com/home/oneroom/items/31704868,중랑구,중화동,37.597802996117544,127.0761670194055
44,https://ic.zigbang.com/ic/items/31740233/1.jpg,전세,26000,0,37.69,1,빌라,5,https://www.zigbang.com/home/oneroom/items/31740233,중랑구,중화동,37.59827688827616,127.07615843471044
45,https://ic.zigbang.com/ic/items/31550396/1.jpg,월세,600,45,49.59,반지하,빌라,0,https://www.zigbang.com/home/oneroom/items/31550396,중랑구,중화동,37.59854914639496,127.07762551901001
46,https://ic.zigbang.com/ic/items/31560543/1.jpg,전세,32000,0,78.67,2,빌라,4,https://www.zigbang.com/home/oneroom/items/31560543,중랑구,중화동,37.598673014584904,127.08268947345621
47,https://ic.zigbang.com/ic/items/31564760/1.jpg,전세,20000,0,42.98,4,빌라,6,https://www.zigbang.com/home/oneroom/items/31564760,중랑구,중화동,37.598669423524115,127.07421145466003
48,https://ic.zigbang.com/ic/items/31684009/1.jpg,전세,20000,0,39.67,4,빌라,6,https://www.zigbang.com/home/oneroom/items/31684009,중랑구,중화동,37.59868746700913,127.07421831650024
49,https://ic.zigbang.com/ic/items/31567700/1.jpg,전세,20000,0,42.97,4,빌라,6,https://www.zigbang.com/home/oneroom/items/31567700,중랑구,중화동,37.59817213799491,127.07355008243756
50,https://ic.zigbang.com/ic/items/31575074/1.jpg,전세,20000,0,47.93,4,빌라,6,https://www.zigbang.com/home/oneroom/items/31575074,중랑구,중화동,37.598204231310675,127.07420234849899
51,https://ic.zigbang.com/ic/items/31531156/1.jpg,전세,35000,0,35.42,5,빌라,4,https://www.zigbang.com/home/oneroom/items/31531156,중랑구,중화동,37.59874734402424,127.07911068258856
52,https://ic.zigbang.com/ic/items/31660650/1.jpg,전세,35000,0,35.42,5,빌라,4,https://www.zigbang.com/home/oneroom/items/31660650,중랑구,중화동,37.59827256599421,127.07875491919104
53,https://ic.zigbang.com/ic/items/31713084/1.jpg,전세,35000,0,35.42,5,빌라,5,https://www.zigbang.com/home/oneroom/items/31713084,중랑구,중화동,37.59828568297813,127.07936798205294
54,https://ic.zigbang.com/ic/items/31739689/1.jpg,전세,35000,0,35.42,5,빌라,4,https://www.zigbang.com/home/oneroom/items/31739689,중랑구,중화동,37.59828899383542,127.07877315948151
55,https://ic.zigbang.com/ic/items/31298580/1.jpg,전세,27000,0,66.12,3,빌라,2,https://www.zigbang.com/home/oneroom/items/31298580,중랑구,중화동,37.59885598416069,127.08113796717286
56,https://ic.zigbang.com/ic/items/31475876/1.jpg,전세,27000,0,59.5,3,빌라,2,https://www.zigbang.com/home/oneroom/items/31475876,중랑구,중화동,37.59838021030244,127.08115070097168
57,https://ic.zigbang.com/ic/items/31704351/1.jpg,월세,300,30,45.0,반지하,빌라,0,https://www.zigbang.com/home/oneroom/items/31704351,중랑구,중화동,37.59936956699037,127.08098821660303
58,https://ic.zigbang.com/ic/items/31733294/1.jpg,월세,1000,45,199.92,1,빌라,0,https://www.zigbang.com/home/oneroom/items/31733294,중랑구,중화동,37.59894286236333,127.08476620289743
59,https://ic.zigbang.com/ic/items/31733329/1.jpg,월세,6000,40,259.06,1,빌라,0,https://www.zigbang.com/home/oneroom/items/31733329,중랑구,중화동,37.599458753952916,127.08386493952545
60,https://ic.zigbang.com/ic/items/31548698/1.jpg,전세,22000,0,44.92,4,빌라,4,https://www.zigbang.com/home/oneroom/items/31548698,중랑구,중화동,37.59955915455689,127.07613261300236
61,https://ic.zigbang.com/ic/items/31551464/1.jpg,전세,22000,0,46.28,2,빌라,4,https://www.zigbang.com/home/oneroom/items/31551464,중랑구,중화동,37.599204053869265,127.07561241104588
62,https://ic.zigbang.com/ic/items/31566425/1.jpg,전세,22000,0,32.86,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31566425,중랑구,중화동,37.59921985596063,127.07625444335524
63,https://ic.zigbang.com/ic/items/31586142/1.jpg,전세,22000,0,32.0,2,빌라,4,https://www.zigbang.com/home/oneroom/items/31586142,중랑구,중화동,37.599195370313666,127.07561573623349
64,https://ic.zigbang.com/ic/items/31686224/1.jpg,전세,22000,0,32.86,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31686224,중랑구,중화동,37.59918459566032,127.07565870498256
65,https://ic.zigbang.com/ic/items/31689005/1.jpg,전세,22000,0,31.51,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31689005,중랑구,중화동,37.59968876870326,127.07623393513602
66,https://ic.zigbang.com/ic/items/31706470/1.jpg,전세,22000,0,31.76,4,빌라,5,https://www.zigbang.com/home/oneroom/items/31706470,중랑구,중화동,37.59918761196272,127.07628088531703
67,https://ic.zigbang.com/ic/items/31714322/1.jpg,전세,21000,0,31.56,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31714322,중랑구,중화동,37.59967593660681,127.07560541265217
68,https://ic.zigbang.com/ic/items/31742238/1.jpg,전세,22000,0,32.86,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31742238,중랑구,중화동,37.59968862483751,127.07564040537956
69,https://ic.zigbang.com/ic/items/31734280/1.jpg,전세,21000,0,31.56,2,빌라,4,https://www.zigbang.com/home/oneroom/items/31734280,중랑구,중화동,37.599266650186024,127.07569435364603
70,https://ic.zigbang.com/ic/items/31650850/1.jpg,전세,25000,0,38.0,4,빌라,5,https://www.zigbang.com/home/oneroom/items/31650850,중랑구,중화동,37.59947929660311,127.08520787482473
71,https://ic.zigbang.com/ic/items/31733322/1.jpg,월세,20000,30,140.0,5,빌라,2,https://www.zigbang.com/home/oneroom/items/31733322,중랑구,중화동,37.59947750633714,127.08253380668592
72,https://ic.zigbang.com/ic/items/31575562/1.jpg,월세,2000,55,39.67,2,빌라,6,https://www.zigbang.com/home/oneroom/items/31575562,중랑구,중화동,37.59958458980095,127.07465747816985
73,https://ic.zigbang.com/ic/items/31728904/1.jpg,전세,16500,0,27.0,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31728904,중랑구,중화동,37.6001556273052,127.07490595042647
74,https://ic.zigbang.com/ic/items/31733387/1.jpg,월세,2000,40,412.6,반지하,빌라,0,https://www.zigbang.com/home/oneroom/items/31733387,중랑구,중화동,37.60015984932189,127.0845538712811
75,https://ic.zigbang.com/ic/items/31613058/1.jpg,월세,10000,40,41.37,5,빌라,0,https://www.zigbang.com/home/oneroom/items/31613058,중랑구,중화동,37.59978242191459,127.07529560179957
76,https://ic.zigbang.com/ic/items/31601289/1.jpg,전세,23000,0,59.5,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31601289,중랑구,중화동,37.600375200122954,127.07537922058056
77,https://ic.zigbang.com/ic/items/31228421/1.jpg,전세,29000,0,66.89,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31228421,중랑구,중화동,37.6001236424795,127.08232438509341
78,https://ic.zigbang.com/ic/items/31635526/1.jpg,전세,29000,0,66.89,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31635526,중랑구,중화동,37.60014792437147,127.08290047811883
79,https://ic.zigbang.com/ic/items/31655763/1.jpg,전세,29000,0,66.89,3,빌라,4,https://www.zigbang.com/home/oneroom/items/31655763,중랑구,중화동,37.60010601508285,127.08228100843594
80,https://ic.zigbang.com/ic/items/31711923/1.jpg,전세,29000,0,66.89,3,빌라,4,https://www.zigbang.com/home/oneroom/items/31711923,중랑구,중화동,37.60059943775104,127.08230945303295
81,https://ic.zigbang.com/ic/items/31722157/1.jpg,전세,29000,0,66.89,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31722157,중랑구,중화동,37.600609122550175,127.08232623619155
82,https://ic.zigbang.com/ic/items/31732765/1.jpg,전세,29000,0,66.89,3,빌라,4,https://www.zigbang.com/home/oneroom/items/31732765,중랑구,중화동,37.60061274063137,127.08292233247018
83,https://ic.zigbang.com/ic/items/31607060/1.jpg,월세,1000,55,59.5,옥탑방,빌라,2.5,https://www.zigbang.com/home/oneroom/items/31607060,중랑구,중화동,37.60019557109648,127.08560244851616
84,https://ic.zigbang.com/ic/items/31729953/1.jpg,전세,11000,0,36.36,반지하,빌라,5,https://www.zigbang.com/home/oneroom/items/31729953,중랑구,중화동,37.60072132420765,127.08381678405148
85,https://ic.zigbang.com/ic/items/31365554/1.jpg,전세,25400,0,46.28,5,빌라,4,https://www.zigbang.com/home/oneroom/items/31365554,중랑구,중화동,37.600786243886446,127.07681691101178
86,https://ic.zigbang.com/ic/items/31390586/1.jpg,전세,25400,0,40.0,5,빌라,3,https://www.zigbang.com/home/oneroom/items/31390586,중랑구,중화동,37.60078215585131,127.07678703333862
87,https://ic.zigbang.com/ic/items/31710847/1.jpg,월세,1000,45,41.32,1,빌라,0,https://www.zigbang.com/home/oneroom/items/31710847,중랑구,중화동,37.60037685656971,127.08431227129789
88,https://ic.zigbang.com/ic/items/31640964/1.jpg,전세,43500,0,60.28,4,빌라,4,https://www.zigbang.com/home/oneroom/items/31640964,중랑구,중화동,37.60109465762428,127.07830408503887
89,https://ic.zigbang.com/ic/items/31601849/1.jpg,월세,1000,80,56.2,2,빌라,2,https://www.zigbang.com/home/oneroom/items/31601849,중랑구,중화동,37.60109520321008,127.08126489047794
90,https://ic.zigbang.com/ic/items/31600908/1.jpg,월세,2000,50,39.67,옥탑방,빌라,5,https://www.zigbang.com/home/oneroom/items/31600908,중랑구,중화동,37.60150407219391,127.08126167453838
91,https://ic.zigbang.com/ic/items/31525399/1.jpg,전세,3500,0,29.75,반지하,빌라,0,https://www.zigbang.com/home/oneroom/items/31525399,중랑구,중화동,37.601724641531646,127.0828381080654
92,https://ic.zigbang.com/ic/items/31697639/1.jpg,월세,1000,60,41.32,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31697639,중랑구,중화동,37.60178646538254,127.08123361766918
93,https://ic.zigbang.com/ic/items/31671547/1.jpg,전세,28000,0,39.67,8,빌라,10,https://www.zigbang.com/home/oneroom/items/31671547,중랑구,중화동,37.60228167411446,127.07916782636651
94,https://ic.zigbang.com/ic/items/31442381/1.jpg,전세,29800,0,39.67,4,빌라,3,https://www.zigbang.com/home/oneroom/items/31442381,중랑구,중화동,37.60228716989645,127.08311934385551
95,https://ic.zigbang.com/ic/items/31717051/1.jpg,전세,29800,0,39.11,4,빌라,3,https://www.zigbang.com/home/oneroom/items/31717051,중랑구,중화동,37.60232725739972,127.08247980217298
96,https://ic.zigbang.com/ic/items/31719937/1.jpg,전세,29800,0,39.11,4,빌라,5,https://www.zigbang.com/home/oneroom/items/31719937,중랑구,중화동,37.60230618085119,127.08249055323743
97,https://ic.zigbang.com/ic/items/31730668/1.jpg,전세,29800,0,38.75,4,빌라,3,https://www.zigbang.com/home/oneroom/items/31730668,중랑구,중화동,37.60229003245129,127.0830955761771
98,https://ic.zigbang.com/ic/items/31154472/1.jpg,전세,27000,0,42.98,5,빌라,4,https://www.zigbang.com/home/oneroom/items/31154472,중랑구,중화동,37.60279340835045,127.08362299088215
99,https://ic.zigbang.com/ic/items/31664962/1.jpg,전세,30000,0,56.77,5,빌라,5,https://www.zigbang.com/home/oneroom/items/31664962,중랑구,중화동,37.602435530651164,127.07761488805744
100,https://ic.zigbang.com/ic/items/31358682/1.jpg,월세,10000,75,130.21,5,빌라,6,https://www.zigbang.com/home/oneroom/items/31358682,중랑구,중화동,37.60332215285197,127.07973448355663
101,https://ic.zigbang.com/ic/items/31704653/1.jpg,전세,25000,0,39.39,5,빌라,7,https://www.zigbang.com/home/oneroom/items/31704653,중랑구,중화동,37.60283072593207,127.07972869562273
102,https://ic.zigbang.com/ic/items/31714760/1.jpg,전세,25000,0,39.67,5,빌라,7,https://www.zigbang.com/home/oneroom/items/31714760,중랑구,중화동,37.60285650971505,127.08036414064556
103,https://ic.zigbang.com/ic/items/31729468/1.jpg,월세,15000,50,38.39,5,빌라,7,https://www.zigbang.com/home/oneroom/items/31729468,중랑구,중화동,37.60334165314429,127.08034499588884
104,https://ic.zigbang.com/ic/items/31730781/1.jpg,월세,20000,25,39.5,5,빌라,7,https://www.zigbang.com/home/oneroom/items/31730781,중랑구,중화동,37.60283247218351,127.0803817579507
105,https://ic.zigbang.com/ic/items/31734218/1.jpg,전세,25000,0,39.5,5,빌라,7,https://www.zigbang.com/home/oneroom/items/31734218,중랑구,중화동,37.60283325387656,127.0803863221968
106,https://ic.zigbang.com/ic/items/31734225/1.jpg,전세,25000,0,39.57,5,빌라,7,https://www.zigbang.com/home/oneroom/items/31734225,중랑구,중화동,37.60284332917122,127.07973880014417
107,https://ic.zigbang.com/ic/items/31677074/1.jpg,전세,21000,0,42.98,2,빌라,5,https://www.zigbang.com/home/oneroom/items/31677074,중랑구,중화동,37.60333520079248,127.08141324874532
108,https://ic.zigbang.com/ic/items/31701335/1.jpg,전세,21000,0,59.5,2,빌라,3,https://www.zigbang.com/home/oneroom/items/31701335,중랑구,중화동,37.603329361519386,127.08140699300743
109,https://ic.zigbang.com/ic/items/31710919/1.jpg,월세,8000,80,65.1,3,빌라,0,https://www.zigbang.com/home/oneroom/items/31710919,중랑구,중화동,37.60292165440388,127.08529786409974
110,https://ic.zigbang.com/ic/items/31661330/1.jpg,월세,2000,55,41.32,1,빌라,0,https://www.zigbang.com/home/oneroom/items/31661330,중랑구,중화동,37.60364207659549,127.07934927278532
111,https://ic.zigbang.com/ic/items/31666369/1.jpg,월세,2000,55,36.36,2,빌라,1.1,https://www.zigbang.com/home/oneroom/items/31666369,중랑구,중화동,37.60364544308645,127.08001265700135
112,https://ic.zigbang.com/ic/items/31689524/1.jpg,월세,3000,50,36.36,2,빌라,1.1,https://www.zigbang.com/home/oneroom/items/31689524,중랑구,중화동,37.60312774831343,127.07939164319642
113,https://ic.zigbang.com/ic/items/31694212/1.jpg,월세,2000,50,39.67,2,빌라,0,https://www.zigbang.com/home/oneroom/items/31694212,중랑구,중화동,37.60315278187719,127.0799934866042
114,https://ic.zigbang.com/ic/items/31706463/1.jpg,월세,2000,55,36.36,2,빌라,1,https://www.zigbang.com/home/oneroom/items/31706463,중랑구,중화동,37.60313611729966,127.07996800112016
115,https://ic.zigbang.com/ic/items/31742303/1.jpg,전세,18000,0,59.5,반지하,빌라,2,https://www.zigbang.com/home/oneroom/items/31742303,중랑구,중화동,37.603680046543374,127.08195787799963
116,https://ic.zigbang.com/ic/items/31743638/1.jpg,전세,18000,0,56.2,반지하,빌라,2,https://www.zigbang.com/home/oneroom/items/31743638,중랑구,중화동,37.603193637086264,127.08137564764897
117,https://ic.zigbang.com/ic/items/31571486/1.jpg,월세,8000,50,42.98,4,빌라,7,https://www.zigbang.com/home/oneroom/items/31571486,중랑구,중화동,37.603247135010875,127.08161631642187
118,https://ic.zigbang.com/ic/items/31678675/1.jpg,전세,32000,0,49.59,3,빌라,6,https://www.zigbang.com/home/oneroom/items/31678675,중랑구,중화동,37.603320693850286,127.08219555138668
119,https://ic.zigbang.com/ic/items/31719833/1.jpg,전세,31000,0,46.28,3,빌라,6,https://www.zigbang.com/home/oneroom/items/31719833,중랑구,중화동,37.603297526986196,127.08285978501009
120,https://ic.zigbang.com/ic/items/31732757/1.jpg,월세,500,30,39.67,반지하,빌라,0,https://www.zigbang.com/home/oneroom/items/31732757,중랑구,중화동,37.603422509086634,127.07978188418866
121,https://ic.zigbang.com/ic/items/31710728/1.jpg,월세,3000,75,56.2,4,빌라,1,https://www.zigbang.com/home/oneroom/items/31710728,중랑구,중화동,37.60364039158884,127.08275245756498
122,https://ic.zigbang.com/ic/items/31713296/1.jpg,월세,5000,60,54.0,2,빌라,2,https://www.zigbang.com/home/oneroom/items/31713296,중랑구,중화동,37.604134861897165,127.08017683532854
123,https://ic.zigbang.com/ic/items/31700372/1.jpg,월세,5000,70,39.67,2,빌라,6,https://www.zigbang.com/home/oneroom/items/31700372,중랑구,중화동,37.60380853516709,127.07620813021398
124,https://ic.zigbang.com/ic/items/31713573/1.jpg,월세,5000,70,44.67,2,빌라,7,https://www.zigbang.com/home/oneroom/items/31713573,중랑구,중화동,37.6038311321378,127.07624924423165
125,https://ic.zigbang.com/ic/items/31619973/1.jpg,전세,27500,0,35.61,2,빌라,3,https://www.zigbang.com/home/oneroom/items/31619973,중랑구,중화동,37.60451308366248,127.0760206523743
126,https://ic.zigbang.com/ic/items/31540977/1.jpg,전세,20270,0,42.98,5,빌라,12,https://www.zigbang.com/home/oneroom/items/31540977,중랑구,중화동,37.60459433907753,127.07621020882449
127,https://ic.zigbang.com/ic/items/31423147/1.jpg,전세,21100,0,42.97,2,빌라,11,https://www.zigbang.com/home/oneroom/items/31423147,중랑구,중화동,37.604124388513675,127.07554665617803
128,https://ic.zigbang.com/ic/items/31413539/1.jpg,전세,35000,0,52.89,2,빌라,6,https://www.zigbang.com/home/oneroom/items/31413539,중랑구,중화동,37.604740492551606,127.07617311050085
129,https://ic.zigbang.com/ic/items/31421888/1.jpg,전세,36200,0,42.98,3,빌라,6,https://www.zigbang.com/home/oneroom/items/31421888,중랑구,중화동,37.60421916483764,127.07555033395577
130,https://ic.zigbang.com/ic/items/31613648/1.jpg,전세,35200,0,72.73,3,빌라,6,https://www.zigbang.com/home/oneroom/items/31613648,중랑구,중화동,37.60474385447512,127.07555661270548
131,https://ic.zigbang.com/ic/items/31636218/1.jpg,전세,35000,0,65.18,2,빌라,6,https://www.zigbang.com/home/oneroom/items/31636218,중랑구,중화동,37.60422389910166,127.07557983848186
132,https://ic.zigbang.com/ic/items/31706487/1.jpg,전세,36000,0,66.12,2,빌라,6,https://www.zigbang.com/home/oneroom/items/31706487,중랑구,중화동,37.60472063076099,127.07618116061452
133,https://ic.zigbang.com/ic/items/31710860/1.jpg,월세,500,45,41.32,반지하,빌라,0,https://www.zigbang.com/home/oneroom/items/31710860,중랑구,중화동,37.60516940925055,127.08267706051876
134,https://ic.zigbang.com/ic/items/31524936/1.jpg,전세,17000,0,39.67,1,빌라,0,https://www.zigbang.com/home/oneroom/items/31524936,중랑구,중화동,37.60556218486817,127.0826049331075
135,https://ic.zigbang.com/ic/items/31715164/1.jpg,월세,15000,10,39.67,1,빌라,0,https://www.zigbang.com/home/oneroom/items/31715164,중랑구,중화동,37.60507985341107,127.08198543197184
136,https://ic.zigbang.com/ic/items/31629230/1.jpg,전세,25000,0,49.59,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31629230,중랑구,중화동,37.60632475611432,127.0826411481594
137,https://ic.zigbang.com/ic/items/31594181/1.jpg,전세,25000,0,43.12,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31594181,중랑구,중화동,37.606307179496156,127.08325560949363
138,https://ic.zigbang.com/ic/items/31594539/1.jpg,전세,25000,0,42.98,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31594539,중랑구,중화동,37.606315674472455,127.08323383769623
139,https://ic.zigbang.com/ic/items/31595673/1.jpg,전세,25000,0,56.2,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31595673,중랑구,중화동,37.60629266604068,127.08327336710036
140,https://ic.zigbang.com/ic/items/31615472/1.jpg,전세,25000,0,42.98,3,빌라,5,https://www.zigbang.com/home/oneroom/items/31615472,중랑구,중화동,37.6058173248389,127.08325327232873
